genesID,trID,corr,p_val
FBgn0259212,FBtr0334910,0.8723153816429792,3.3776471567271305e-10
FBgn0259740,FBtr0302201,0.8039629321334858,8.740963884029492e-08
FBgn0259740,FBtr0304667,0.8890725028653361,5.245835590720208e-11
FBgn0259817,FBtr0300105,,
FBgn0260011,FBtr0080592,,
FBgn0260400,FBtr0070091,0.874355842869222,2.7312335914333604e-10
FBgn0260477,FBtr0300950,,
FBgn0260635,FBtr0075501,0.6058589268521682,0.0003880392566571888
FBgn0260635,FBtr0333618,0.8728011501141815,3.212139568744559e-10
FBgn0261268,FBtr0302158,,
FBgn0261434,FBtr0078951,,
FBgn0261554,FBtr0302702,0.5345096078382172,0.002343804892561712
FBgn0261560,FBtr0077524,0.9171135460127192,1.059752680699393e-12
FBgn0261563,FBtr0305063,0.9048256727387881,6.7923101223668044e-12
FBgn0261648,FBtr0089913,0.8571983018664718,1.4675716664825178e-09
FBgn0261648,FBtr0343619,0.8147297994198692,4.256484840238643e-08
FBgn0261800,FBtr0079490,0.8813165480171017,1.2859025421848352e-10
FBgn0261822,FBtr0079573,0.6998803135472518,1.6727165167045782e-05
FBgn0261858,FBtr0303463,,
FBgn0261873,FBtr0089974,0.6567098341339888,8.097974010489679e-05
FBgn0261873,FBtr0308217,0.695375864794459,1.9968174877235837e-05
FBgn0261930,FBtr0070110,0.7964165635916312,1.4106953555218704e-07
FBgn0262112,FBtr0085481,,
FBgn0262482,FBtr0304821,,
FBgn0262531,FBtr0304976,,
FBgn0262607,FBtr0305281,,
FBgn0262614,FBtr0305298,0.7745969242369602,5.070436684857586e-07
FBgn0262614,FBtr0305303,0.8574736066182741,1.4310012568000865e-09
FBgn0262614,FBtr0305304,0.8577012220638791,1.4013993786931955e-09
FBgn0262624,FBtr0072836,0.9061362041537525,5.640482809970031e-12
FBgn0262719,FBtr0305700,0.7464198369544218,2.1793378514416237e-06
FBgn0262719,FBtr0308608,0.7737370135805166,5.317206078451894e-07
FBgn0262867,FBtr0086003,-0.06345437249380481,0.7390423805592731
FBgn0262867,FBtr0307500,0.3123613896751311,0.09285556115347142
FBgn0262867,FBtr0307501,0.6334374013906822,0.00017169470885339583
FBgn0262867,FBtr0336524,0.9581946708916039,9.440035996266808e-17
FBgn0263102,FBtr0088278,0.8832428316558483,1.0353027011996616e-10
FBgn0263102,FBtr0088281,0.8205008113348058,2.8390416182553896e-08
FBgn0263102,FBtr0100607,0.6176445078024966,0.0002764336419015557
FBgn0263144,FBtr0336519,0.8229243249850732,2.384774599031265e-08
FBgn0263197,FBtr0086948,0.8761677439732084,2.2547069307514934e-10
FBgn0263256,FBtr0308298,0.5578757537488848,0.001359013006351593
FBgn0263256,FBtr0330321,0.634881790056191,0.0001641616565227893
FBgn0263256,FBtr0339672,0.49336605441708437,0.005598537569414533
FBgn0263256,FBtr0344862,0.8398387482805066,6.53349233261229e-09
FBgn0263316,FBtr0302027,0.2316093129647687,0.218135209700243
FBgn0263603,FBtr0075493,0.5676496940457244,0.0010690715183873081
FBgn0263740,FBtr0310387,,
FBgn0264089,FBtr0330730,0.6751494671446391,4.260795221909916e-05
FBgn0264270,FBtr0331254,0.6404589505286696,0.0001377539498555081
FBgn0264270,FBtr0331259,0.4021402344269272,0.027596883331287698
FBgn0264270,FBtr0336727,0.33743890147397904,0.06821236023500342
FBgn0264270,FBtr0336729,0.8720703629906953,3.4640690775466024e-10
FBgn0264598,FBtr0333527,0.9071359194637315,4.886052367202211e-12
FBgn0264707,FBtr0333956,0.8865904748478318,7.038510044012968e-11
FBgn0264817,FBtr0347597,,
FBgn0264895,FBtr0334847,0.8976112008008874,1.8046930499461083e-11
FBgn0264895,FBtr0334848,0.8925153613265728,3.448604919472755e-11
FBgn0265003,FBtr0335513,0.49939016960469523,0.0049608794354547734
FBgn0265003,FBtr0335516,0.4735827465747742,0.008206447078323782
FBgn0265003,FBtr0335517,0.5718255463062075,0.0009627059443776627
FBgn0265082,FBtr0336809,0.7313733462431211,4.40625066801651e-06
FBgn0265274,FBtr0085350,0.49582283903673297,0.005330522832995232
FBgn0265274,FBtr0330306,0.5298649217736666,0.0026000816970128114
FBgn0265274,FBtr0345207,0.836215193298914,8.727609424961553e-09
FBgn0265276,FBtr0082533,0.886137967022691,7.420573782833877e-11
FBgn0265276,FBtr0110876,0.7495040409358305,1.8752072889906965e-06
FBgn0265276,FBtr0110877,0.6935125665322718,2.1466214244853447e-05
FBgn0265276,FBtr0305186,0.7957322528685307,1.4718273720610064e-07
FBgn0265276,FBtr0307082,0.845830777490536,3.98348974536719e-09
FBgn0265276,FBtr0330170,0.6935125665322718,2.1466214244853447e-05
FBgn0265298,FBtr0089898,0.5654645041396511,0.0011287175133789821
FBgn0265298,FBtr0306252,0.8361078448402774,8.801857875565913e-09
FBgn0265629,FBtr0340490,,
FBgn0266101,FBtr0343559,0.7773684292543658,4.3442588154085277e-07
FBgn0266129,FBtr0072458,0.7923231442442731,1.8139387816259139e-07
FBgn0266129,FBtr0330231,0.6694402561091525,5.222614446850922e-05
FBgn0266409,FBtr0344358,0.8409970632502807,5.946950810158303e-09
FBgn0266418,FBtr0344405,0.8086776093736326,6.413824395532514e-08
FBgn0266418,FBtr0344406,0.888206109328339,5.817260902532558e-11
FBgn0266581,FBtr0346345,0.8168789193880778,3.666642598824663e-08
FBgn0266599,FBtr0083056,0.8184102608462784,3.293021704164284e-08
FBgn0266696,FBtr0345085,0.619060062781257,0.0002651576520828576
FBgn0266696,FBtr0345108,0.8725134960107251,3.3092229608776817e-10
FBgn0266696,FBtr0345113,0.4324676204260444,0.016995442161415027
FBgn0266756,FBtr0334286,0.602159390528025,0.00043045381728625616
FBgn0266756,FBtr0334288,0.8364804499481059,8.546595433648995e-09
FBgn0267280,FBtr0346496,,
FBgn0267348,FBtr0076382,0.6346732046719271,0.0001652310486792331
FBgn0267487,FBtr0072716,0.8331003017017596,1.1132553274964321e-08
FBgn0267790,FBtr0304684,0.6508707096473011,9.836254627247852e-05
FBgn0267791,FBtr0086219,0.8026819311499044,9.494408621971783e-08
FBgn0267791,FBtr0086222,0.856089122038078,1.6237695287451052e-09
FBgn0268063,FBtr0076793,0.418730220315934,0.0212787333718116
FBgn0268063,FBtr0332144,0.4579308585242679,0.01093826392687154
FBgn0278608,FBtr0089259,0.46487237970837353,0.009644946241288964
FBgn0283521,FBtr0089344,0.8464885783220284,3.768116336246185e-09
FBgn0283521,FBtr0089362,0.8765936234568409,2.154418084324662e-10
FBgn0283741,FBtr0302655,0.7231905993551616,6.339449696562564e-06
FBgn0283741,FBtr0332901,0.6870565201878899,2.746943549128924e-05
FBgn0284084,FBtr0079432,0.9437814948726834,5.460439327386063e-15
FBgn0284243,FBtr0086537,0.9102751139758265,3.0795489336758066e-12
